h3_index,h3_res,centroid_lat,centroid_lon,ADM_NM,GU_NM,CSV_ADMI_CD,coverage_ratio,is_edge_cell,h3_marker_radius_px,b2b_score,commercial_score,b2c_score,sales_score,base_h3_score,Ds,Od,Cc,demand_grade,demand_rank,demand_percentile,delivery_demand_index,flow_pop_index
8930e026147ffff,9,37.37658046665476,127.036556886217,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1cd2d3ffff,9,37.45641046378504,127.16118557535144,양지동,수정구,41131610,1.0,0,4,0.1066468393641727,0.317967222448791,0.0329192690874854,0.6774776502502624,0.28375274528767785,0.28375274528767785,0.1066468393641727,0.0329192690874854,D,7,14.000000000000002,0.2343747547011696,0.3667127960264724
8930e1504d3ffff,9,37.39705993404701,127.15613984861837,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e15222bffff,9,37.40553751701205,127.1568600856166,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e1530d7ffff,9,37.382990570755126,127.12087037419342,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e024d73ffff,9,37.34867601800112,127.11012052334262,구미1동,분당구,41135665,1.0,0,4,0.135782488432641,0.7309825560957123,0.0859169663544788,0.6007368125922509,0.38835470586877074,0.38835470586877074,0.135782488432641,0.0859169663544788,B,29,57.99999999999999,0.4688519830972249,0.6973860753274006
8930e1535bbffff,9,37.406013523133225,127.1306777794074,야탑2동,분당구,41135630,1.0,0,4,0.3801955310532749,0.3908446623772692,0.1488158261319484,0.5974498309352706,0.3793264626244408,0.3793264626244408,0.3801955310532749,0.1488158261319484,B,33,66.0,0.589740090564089,0.4250608041631575
8930e15311bffff,9,37.38708006895328,127.14480467150356,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e024db7ffff,9,37.36279709789286,127.11130934766253,정자동,분당구,41135545,1.0,0,4,0.3205098765780579,0.6832732896681717,0.1756013518055147,0.687448384418955,0.4667082256176748,0.4667082256176748,0.3205098765780579,0.1756013518055147,B,38,76.0,0.3850248546925101,0.6591885114661923
8930e1cd28fffff,9,37.45966205685291,127.16933835432305,은행2동,중원구,41133560,1.0,0,4,0.123924930734468,0.5586577921161207,0.0465921983098133,0.5981216857433491,0.33182415172593777,0.33182415172593777,0.123924930734468,0.0465921983098133,C,17,34.0,0.3598506596625956,0.559417360445246
8930e026103ffff,9,37.3822259108177,127.0370256486176,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9bbbffff,9,37.418207927472295,127.11335733438077,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e152123ffff,9,37.43572767951167,127.1777987371816,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e15226fffff,9,37.39988575553559,127.15637990611452,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e152607ffff,9,37.42122371300481,127.13458640138018,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e1534b3ffff,9,37.40125847023133,127.11192904050102,삼평동,분당구,41135655,1.0,0,4,0.315303741908038,0.9708712279871622,0.1706182831907607,0.4176179607530261,0.46860280345974675,0.46860280345974675,0.315303741908038,0.1706182831907607,A,40,80.0,0.8236140744766111,0.8894486147519135
8930e1cd66bffff,9,37.45815316166895,127.15870880930872,단대동,수정구,41131590,1.0,0,4,0.1645438818811267,0.4276955466583788,0.0572251025229453,0.7035227408005049,0.33824681796573897,0.33824681796573897,0.1645438818811267,0.0572251025229453,C,16,32.0,0.2392034972721506,0.4545648001595647
8930e0269c3ffff,9,37.38478110763215,127.08434958333088,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e026ea7ffff,9,37.37785897060287,127.06021100418938,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9ab3ffff,9,37.41344859387867,127.09461237155196,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e15201bffff,9,37.42663968788685,127.14815946824518,하대원동,중원구,41133660,1.0,0,4,0.0735359077082957,0.5279277375069421,0.0373498741762633,0.6258018725908416,0.31615384799558566,0.31615384799558566,0.0735359077082957,0.0373498741762633,C,14,28.000000000000004,0.3180132672522729,0.5348138963535214
8930e1c9d07ffff,9,37.445605058729925,127.09993566917731,신촌동,수정구,41131630,1.0,0,4,0.0,0.2108426307669784,0.0,0.8108944918575417,0.25543428065613005,0.25543428065613005,0.0,0.0,D,3,6.0,0.1169799685864505,0.2809454233906647
8930e152ec7ffff,9,37.42375960326815,127.18202713323342,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e1c9823ffff,9,37.42517350806306,127.10345955887352,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1533abffff,9,37.3722915597686,127.1487937276672,분당동,분당구,41135510,1.0,0,4,0.0256173924590182,0.6211531610107133,0.005240784280864,0.5994267973238342,0.3128595337686074,0.3128595337686074,0.0256173924590182,0.005240784280864,C,12,24.0,0.2110239759971392,0.6094531506204426
8930e026c17ffff,9,37.39263251285789,127.05620840293794,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e0268bbffff,9,37.38327349977363,127.07375055631546,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c99abffff,9,37.43624266134687,127.11749981864212,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1c9e8fffff,9,37.42172459325941,127.07434823675564,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1cd3dbffff,9,37.46117030218385,127.17997045939678,은행2동,중원구,41133560,1.0,0,4,0.123924930734468,0.5586577921161207,0.0465921983098133,0.5981216857433491,0.33182415172593777,0.33182415172593777,0.123924930734468,0.0465921983098133,C,17,34.0,0.3598506596625956,0.559417360445246
8930e1532a3ffff,9,37.36754494888105,127.13004696210612,수내3동,분당구,41135540,1.0,0,4,0.1882049897089418,0.4810292978690261,0.0569102022803107,0.6299538837015899,0.33902459338996715,0.33902459338996715,0.1882049897089418,0.0569102022803107,C,20,40.0,0.2800188300424025,0.4972655063404188
8930e026c97ffff,9,37.39893547841365,127.05149879844916,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c98a3ffff,9,37.43148039100407,127.09874803181732,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1c9d87ffff,9,37.45191115336624,127.09522266081048,신촌동,수정구,41131630,1.0,0,4,0.0,0.2108426307669784,0.0,0.8108944918575417,0.25543428065613005,0.25543428065613005,0.0,0.0,D,3,6.0,0.1169799685864505,0.2809454233906647
8930e152cb7ffff,9,37.45245193830686,127.19235672279872,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e024953ffff,9,37.33605587139207,127.11953115000644,구미동,분당구,41135670,1.0,0,4,0.2034090218704864,0.8226652114625687,0.1149869454888962,0.1804080194132415,0.3303672995587982,0.3303672995587982,0.2034090218704864,0.1149869454888962,B,27,54.0,0.7756944353999815,0.7707901401050359
8930e15319bffff,9,37.39339181661388,127.14009619492,이매1동,분당구,41135600,1.0,0,4,0.0826567158428316,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.3148891426571338,0.3148891426571338,0.0826567158428316,0.0254376646526116,C,15,30.0,0.3159123476497381,0.6929014186083786
8930e153223ffff,9,37.361233628418745,127.13475369005248,수내3동,분당구,41135540,1.0,0,4,0.1882049897089418,0.4810292978690261,0.0569102022803107,0.6299538837015899,0.33902459338996715,0.33902459338996715,0.1882049897089418,0.0569102022803107,C,20,40.0,0.2800188300424025,0.4972655063404188
8930e1cd353ffff,9,37.457683318727526,127.1849250172595,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e0249dbffff,9,37.33954210815924,127.11458818056192,구미동,분당구,41135670,1.0,0,4,0.2034090218704864,0.8226652114625687,0.1149869454888962,0.1804080194132415,0.3303672995587982,0.3303672995587982,0.2034090218704864,0.1149869454888962,B,27,54.0,0.7756944353999815,0.7707901401050359
8930e026b8fffff,9,37.370002896796045,127.08834751961756,금곡동,분당구,41135662,1.0,0,4,0.088910056037352,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.38643542836049793,0.38643542836049793,0.088910056037352,0.0458448617467097,B,28,56.00000000000001,0.8165099788515986,0.7610887846993277
8930e15048fffff,9,37.4003066161,127.16428433492663,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e1526cbffff,9,37.41689086265703,127.12373198329168,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e152377ffff,9,37.412032248777706,127.17315344325856,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e153093ffff,9,37.38864022428066,127.1213470955472,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e024d2fffff,9,37.35192030865937,127.11824993167718,구미1동,분당구,41135665,1.0,0,4,0.135782488432641,0.7309825560957123,0.0859169663544788,0.6007368125922509,0.38835470586877074,0.38835470586877074,0.135782488432641,0.0859169663544788,B,29,57.99999999999999,0.4688519830972249,0.6973860753274006
8930e153577ffff,9,37.39687765221421,127.13514816034008,이매1동,분당구,41135600,1.0,0,4,0.0826567158428316,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.3148891426571338,0.3148891426571338,0.0826567158428316,0.0254376646526116,C,15,30.0,0.3159123476497381,0.6929014186083786
8930e1cd24bffff,9,37.44552823533957,127.1681341534618,금광1동,중원구,41133530,1.0,0,4,0.3557790853968408,0.6458428602964774,0.1577334109999066,0.5181399312956134,0.4193738219972096,0.4193738219972096,0.3557790853968408,0.1577334109999066,B,36,72.0,0.319288129390457,0.6292205131434933
8930e026a87ffff,9,37.365249833300766,127.0696265924734,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1514cbffff,9,37.345366196113645,127.13603153349464,구미동,분당구,41135670,1.0,0,4,0.2034090218704864,0.8226652114625687,0.1149869454888962,0.1804080194132415,0.3303672995587982,0.3303672995587982,0.2034090218704864,0.1149869454888962,B,27,54.0,0.7756944353999815,0.7707901401050359
8930e1c9b77ffff,9,37.40907428300417,127.1178294959309,삼평동,분당구,41135655,1.0,0,4,0.315303741908038,0.9708712279871622,0.1706182831907607,0.4176179607530261,0.46860280345974675,0.46860280345974675,0.315303741908038,0.1706182831907607,A,40,80.0,0.8236140744766111,0.8894486147519135
8930e1c9e0fffff,9,37.415419884911664,127.07905927280652,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1525c3ffff,9,37.44708102641945,127.14464638047188,신흥2동,수정구,41131520,1.0,0,4,0.1892489247536846,0.7564630651168534,0.0596877044166706,0.5789162234066758,0.3960789794234711,0.3960789794234711,0.1892489247536846,0.0596877044166706,B,32,64.0,0.5981475078458276,0.7177865854050255
8930e1c992bffff,9,37.429934048450455,127.12221152729036,성남동,중원구,41133510,1.0,0,4,0.4750741802404046,0.9034330070857294,0.226919234680114,0.427188470349096,0.508153723088836,0.508153723088836,0.4750741802404046,0.226919234680114,A,45,90.0,0.8492600902926786,0.8354554192480366
8930e024c27ffff,9,37.34717406946581,127.09952164123015,금곡동,분당구,41135662,1.0,0,4,0.088910056037352,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.38643542836049793,0.38643542836049793,0.088910056037352,0.0458448617467097,B,28,56.00000000000001,0.8165099788515986,0.7610887846993277
8930e15346fffff,9,37.38473301403318,127.11839712412296,수내1동,분당구,41135520,1.0,0,4,1.0,0.7618966001824469,0.8725946944328697,0.4751726850853146,0.7774159949251578,0.7774159949251578,1.0,0.8725946944328697,A,50,100.0,0.9297159195340108,0.7221368472765917
8930e1c8bc3ffff,9,37.45927420677337,127.12731332278652,복정동,수정구,41131620,1.0,0,4,0.0945999036459246,0.6054283979324323,0.0206579963501409,0.379589044114181,0.2750688355106697,0.2750688355106697,0.0945999036459246,0.0206579963501409,C,10,20.0,0.341178602879723,0.5968634026142088
8930e02683bffff,9,37.37696802101077,127.07845886685683,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1cd627ffff,9,37.46880147249224,127.16486563887472,양지동,수정구,41131610,1.0,0,4,0.1066468393641727,0.317967222448791,0.0329192690874854,0.6774776502502624,0.28375274528767785,0.28375274528767785,0.1066468393641727,0.0329192690874854,D,7,14.000000000000002,0.2343747547011696,0.3667127960264724
8930e1c90a7ffff,9,37.42956431906388,127.04619538848178,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e026e63ffff,9,37.36374312846521,127.05903389678376,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9a6fffff,9,37.39692674639663,127.10108389277217,삼평동,분당구,41135655,1.0,0,4,0.315303741908038,0.9708712279871622,0.1706182831907607,0.4176179607530261,0.46860280345974675,0.46860280345974675,0.315303741908038,0.1706182831907607,A,40,80.0,0.8236140744766111,0.8894486147519135
8930e1524bbffff,9,37.44557155719144,127.13402423576667,태평3동,수정구,41131560,1.0,0,4,0.7251393565038079,0.4593244388233916,0.2638961728812283,0.373552496569579,0.45547811619450174,0.45547811619450174,0.7251393565038079,0.2638961728812283,A,44,88.0,0.3258339819803761,0.4798879023323311
8930e152e83ffff,9,37.42941316245918,127.18250989746912,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e1c8abbffff,9,37.45776217326753,127.11669300681989,신촌동,수정구,41131630,1.0,0,4,0.0,0.2108426307669784,0.0,0.8108944918575417,0.25543428065613005,0.25543428065613005,0.0,0.0,D,3,6.0,0.1169799685864505,0.2809454233906647
8930e026877ffff,9,37.3741443450396,127.0782225503586,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e026d5bffff,9,37.38957838252031,127.06904175961483,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e15332bffff,9,37.36597850868147,127.15350063448776,분당동,분당구,41135510,1.0,0,4,0.0256173924590182,0.6211531610107133,0.005240784280864,0.5994267973238342,0.3128595337686074,0.3128595337686074,0.0256173924590182,0.005240784280864,C,12,24.0,0.2110239759971392,0.6094531506204426
8930e1c9967ffff,9,37.42710868807621,127.12197296692152,성남동,중원구,41133510,1.0,0,4,0.4750741802404046,0.9034330070857294,0.226919234680114,0.427188470349096,0.508153723088836,0.508153723088836,0.4750741802404046,0.226919234680114,A,45,90.0,0.8492600902926786,0.8354554192480366
8930e1c9e4bffff,9,37.40760442239273,127.07316703314513,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1523b3ffff,9,37.42399900805294,127.16892488398118,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e1c937bffff,9,37.40218635914847,127.05962270768896,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
