h3_index,lat,lon,ADM_NM,GU_NM,CSV_ADMI_CD,Ds,demand_grade,Ra,Ra_grade,Ra_percentile,total_walk_length,robot_walk_length,n_crossings,avg_robot_weight,ratio_footway,has_crossing,ratio_footway_norm,walk_density_norm
8830e026abfffff,37.36459122790785,127.07480597540216,운중동,분당구,41135680,0.34365185828235756,B,0.3320401458097866,C,49.11660777385159,2060.1,1378.9,0,0.65,0.6693,0.0,0.7715860803242666,0.07801904560026647
8830e15257fffff,37.44119434546412,127.15726700182977,중앙동,중원구,41133525,0.30288367892621654,C,0.3974268931023895,B,78.09187279151944,7807.3,5227.3,0,0.5842,0.6695,0.0,0.7718166454162505,0.29566744978629755
8830e15367fffff,37.36670335314137,127.11425767848004,정자동,분당구,41135545,0.4300143748335851,B,0.769819440268305,A,96.46643109540636,11946.8,8655.3,3,0.6811,0.7245,1.0,0.835222045711835,0.45243540661190357
8830e1c8bdfffff,37.45927422405952,127.12731345966716,복정동,수정구,41131620,0.2465699214638441,C,0.7343071910063773,A,95.40636042402826,10460.9,7156.0,3,0.6127,0.6841,1.0,0.7886478971310785,0.39616010717981975
8830e02691fffff,37.38520537596634,127.09224141456379,판교동,분당구,41135650,0.29816322204591883,C,0.3985361943058175,B,78.79858657243817,4743.1,3544.9,0,0.5364,0.7474,0.0,0.8616217487439964,0.1796249826940631
8830e02493fffff,37.34146060287655,127.1330819594632,구미동,분당구,41135670,0.3326673998045227,B,0.1595440667124409,D,10.954063604240282,1866.4,559.9,0,0.3,0.3,0.0,0.3458476379759151,0.07068337174024947
8830e152e1fffff,37.42309806551474,127.18722070596706,도촌동,중원구,41133670,0.2853938536924451,C,0.24266274149782296,C,21.908127208480565,9182.4,2754.7,0,0.3,0.3,0.0,0.3458476379759151,0.34774562102485645
8830e1525bfffff,37.454242731938216,127.15575164883666,단대동,수정구,41131590,0.28434893207380113,C,0.3776163040185309,B,72.79151943462897,8324.3,5109.9,0,0.6,0.6138,0.0,0.7076042672987223,0.31524865699680665
8830e1cd25fffff,37.44835493838841,127.16837508739248,금광2동,중원구,41133540,0.37356612814517376,B,0.31820489614496084,C,43.109540636042404,7364.9,3745.8,0,0.5118,0.5086,0.0,0.5863270289151682,0.27891361526297853
8830e1534dfffff,37.39236066559045,127.10331984012782,백현동,분당구,41135657,0.45376362521388297,B,0.7014242504345148,A,93.63957597173145,12818.6,7111.1,1,0.6,0.5547,1.0,0.639472282617467,0.4854511246250932
8830e1c8a3fffff,37.45253836446103,127.12412091674233,복정동,수정구,41131620,0.2465699214638441,C,0.3895158115420343,B,76.67844522968198,18788.2,7172.4,0,0.55,0.3818,0.0,0.4401487605973479,0.7115210243436503
8830e152c7fffff,37.43657157934823,127.19362402579569,상대원1동,중원구,41133570,0.2265850361917555,D,0.16414280074786447,D,12.014134275618375,2271.2,681.4,0,0.3,0.3,0.0,0.3458476379759151,0.08601248519166144
8830e15241fffff,37.43991995453398,127.13354605039135,수진1동,수정구,41131570,0.3742992232065798,B,0.4170368543091858,A,80.91872791519434,16092.4,8173.7,0,0.5213,0.5079,0.0,0.5855200510932244,0.6094294462396536
8830e1c995fffff,37.42559957793463,127.11135910158161,시흥동,수정구,41131650,0.2292619362013324,D,0.3079757279531309,C,39.57597173144876,2754.8,1652.9,0,0.6,0.6,0.0,0.6916952759518302,0.10432539190799593
8830e026e3fffff,37.370472042473494,127.06221188361745,운중동,분당구,41135680,0.34365185828235756,B,0.36219943646484,B,67.84452296819788,3468.7,2428.1,0,0.7,0.7,0.0,0.8069778219438019,0.1313610256243975
8830e15333fffff,37.36880391227834,127.15374059235303,분당동,분당구,41135510,0.25547859328212585,C,0.3754472926088609,B,71.02473498233216,4634.7,3244.3,0,0.7,0.7,0.0,0.8069778219438019,0.17552054610446716
8830e15227fffff,37.40162924264492,127.15390547838425,야탑3동,분당구,41135640,0.2899265421066042,C,0.259271758448685,C,27.56183745583039,3184.3,1540.6,0,0.5353,0.4838,0.0,0.5577369575091591,0.12058991815007118
8830e026c9fffff,37.3961122051004,127.0512638053279,운중동,분당구,41135680,0.34365185828235756,B,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e024cbfffff,37.352400491801845,127.09210721615968,구미1동,분당구,41135665,0.34185927345280975,B,0.22340227880684768,D,17.6678445229682,4609.5,1709.6,0,0.45,0.3709,0.0,0.42758296308422306,0.1745636452438615
8830e15319fffff,37.3944741670243,127.14280972341047,이매1동,분당구,41135600,0.2805467112355271,C,0.35207640035741783,B,64.31095406360424,6530.9,3935.6,0,0.6333,0.6026,0.0,0.6946926221476215,0.24733117166123061
8830e1c9e7fffff,37.41085523442221,127.0812964518039,시흥동,수정구,41131650,0.2292619362013324,D,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e1520dfffff,37.42729915399675,127.14296923197507,하대원동,중원구,41133660,0.2609272515073311,C,0.37564485524305385,B,71.37809187279152,19166.4,6563.3,0,0.3882,0.3424,0.0,0.39472743747651107,0.7258462675081647
8830e1536bfffff,37.379743720067616,127.1127367758176,수내1동,분당구,41135520,0.8298987264166263,A,0.8727123907986083,A,99.29328621908127,30416.6,17989.1,1,0.7358,0.5914,1.0,0.6817809769965207,1.0
8830e02695fffff,37.37847464230491,127.08905805027986,판교동,분당구,41135650,0.29816322204591883,C,0.18199208735585398,D,13.427561837455832,3842.3,1152.7,0,0.3,0.3,0.0,0.3458476379759151,0.14551010721829313
8830e152e5fffff,37.4163620062641,127.18402030314853,도촌동,중원구,41133670,0.2853938536924451,C,0.30365284499932116,C,38.869257950530034,4330.6,2389.5,0,0.5667,0.5518,0.0,0.6361290887836998,0.16400403161947083
8830e0268dfffff,37.377201406522644,127.06539056516498,운중동,분당구,41135680,0.34365185828235756,B,0.3659503677556211,B,69.6113074204947,3798.8,2659.2,0,0.7,0.7,0.0,0.8069778219438019,0.14386412992700118
8830e1c9b3fffff,37.412982494417925,127.12078062231151,야탑1동,분당구,41135620,0.7196853984687459,A,0.8421533506693953,A,97.87985865724382,14299.4,11773.8,8,0.77,0.8234,1.0,0.949236483697895,0.5415291906341243
8830e1c8b9fffff,37.46601054844003,127.1305068388629,복정동,수정구,41131620,0.2465699214638441,C,0.3225602246377224,C,44.522968197879855,13799.9,4960.8,0,0.4864,0.3595,0.0,0.41444075284113824,0.5226130783375569
8830e1cd29fffff,37.46140501798993,127.16686144693657,양지동,수정구,41131610,0.22666966419906892,D,0.3548261280363172,B,65.01766784452296,10661.3,5402.8,0,0.5314,0.5068,0.0,0.5842519430873127,0.4037511693379737
8830e15351fffff,37.400363023526324,127.13020019343577,야탑3동,분당구,41135640,0.2899265421066042,C,0.676559628162966,A,91.87279151943463,6802.6,4415.2,1,0.5978,0.649,1.0,0.7481837234878964,0.257620462559358
8830e1c8a7fffff,37.44580296984704,127.12092920977979,태평1동,수정구,41131540,0.327805441111458,B,0.38862217671144117,B,76.32508833922262,5530.5,3907.1,0,0.64,0.7065,0.0,0.8144711874332801,0.20944567246043036
8830e152cbfffff,37.44962464727986,127.19211491976536,상대원1동,중원구,41133570,0.2265850361917555,D,0.35095054246583357,B,62.544169611307424,2478.6,1735.0,0,0.7,0.7,0.0,0.8069778219438019,0.09386471229437601
8830e15245fffff,37.43318489116069,127.13035344006173,성남동,중원구,41133510,0.5129422940779669,A,0.4239617296733801,A,81.97879858657244,16965.7,8507.2,0,0.572,0.5014,0.0,0.578026685603746,0.642503518106272
8830e15363fffff,37.373434353458165,127.11744451349315,수내1동,분당구,41135520,0.8298987264166263,A,0.7588654015555905,A,96.113074204947,12159.7,8456.8,1,0.6969,0.6955,1.0,0.8017901073741632,0.46049786201975035
8830e15047fffff,37.38942242509742,127.17122706530427,서현1동,분당구,41135580,0.46286517016966955,A,0.34430404631517214,B,56.8904593639576,1893.5,1325.5,0,0.7,0.7,0.0,0.8069778219438019,0.0717097251255047
8830e1c999fffff,37.43864138804225,127.10983635923402,고등동,수정구,41131640,0.24694815124964348,C,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e1c913fffff,37.42976852052188,127.06716291163741,고등동,수정구,41131640,0.24694815124964348,C,0.3270036275073107,C,46.28975265017668,2063.3,1358.3,0,0.65,0.6583,0.0,0.7589050002651497,0.07813875800416933
8830e026e7fffff,37.363743146069815,127.05903403328095,운중동,분당구,41135680,0.34365185828235756,B,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e15337fffff,37.362071880918485,127.15054816748868,분당동,분당구,41135510,0.25547859328212585,C,0.6387563339003304,A,91.16607773851591,8983.0,4610.9,1,0.5067,0.5133,1.0,0.5917453085767908,0.3401940348987137
8830e1522bfffff,37.41467596448598,127.1523904615903,도촌동,중원구,41133670,0.2853938536924451,C,0.32314076236642203,C,44.87632508833922,7121.5,3740.7,0,0.5936,0.5253,0.0,0.6055792140958274,0.26969692242697024
8830e026cdfffff,37.38938234246297,127.04808647942949,운중동,분당구,41135680,0.34365185828235756,B,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e1531dfffff,37.387741166896824,127.13961781505046,서현1동,분당구,41135580,0.46286517016966955,A,0.28735805122288655,C,33.215547703180206,7945.5,3395.6,0,0.4789,0.4274,0.0,0.4927176015696871,0.30090336865003897
8830e1c9ebfffff,37.42389259162775,127.07976898170709,시흥동,수정구,41131650,0.2292619362013324,D,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e15211fffff,37.43530505757289,127.16988817456252,상대원1동,중원구,41133570,0.2265850361917555,D,0.24960225609443393,C,23.674911660777383,4455.9,1922.5,0,0.45,0.4315,0.0,0.4974441859553579,0.16874860570763586
8830e1cd61fffff,37.467291316384795,127.1542357417619,위례동,수정구,41131625,0.46287014847446417,A,0.5061079639097619,A,88.33922261484098,9339.5,8264.8,0,0.9398,0.8849,0.0,1.0,0.3536932130325397
8830e026b3fffff,37.36585988928849,127.09847325192997,금곡동,분당구,41135662,0.3352825633228366,B,0.38005036927006863,B,74.55830388692578,6143.9,4133.9,0,0.6143,0.6728,0.0,0.7756209694339856,0.23267327165491467
8830e15303fffff,37.381008633285695,127.13642674169367,서현1동,분당구,41135580,0.46286517016966955,A,0.3380027914714151,B,52.65017667844523,9923.3,4847.0,0,0.4586,0.4885,0.0,0.5631552371707818,0.3758023220103413
8830e1c9d1fffff,37.44452072330446,127.09722316476697,신촌동,수정구,41131630,0.17434483147037586,D,0.38594264123625144,B,75.97173144876325,5558.5,3891.0,0,0.7,0.7,0.0,0.8069778219438019,0.21050504152910218
8830e02699fffff,37.391512025342706,127.08753263276262,판교동,분당구,41135650,0.29816322204591883,C,0.6359935931025061,A,90.81272084805654,7777.9,4176.8,4,0.5915,0.537,1.0,0.619067271976888,0.29455561437250294
8830e0249bfffff,37.34777218286112,127.12837661909114,구미동,분당구,41135670,0.3326673998045227,B,0.34464183463338,B,57.95053003533569,1923.3,1346.3,0,0.7,0.7,0.0,0.8069778219438019,0.07283568618619747
8830e152e9fffff,37.429413179784085,127.18251003438645,상대원1동,중원구,41133570,0.2265850361917555,D,0.22377308518179873,D,18.551236749116608,7519.8,2255.9,0,0.3,0.3,0.0,0.3458476379759151,0.2847800999714422
8830e02613fffff,37.38265294710988,127.04490998460307,운중동,분당구,41135680,0.34365185828235756,B,0.23815915680491556,C,20.848056537102476,5567.4,2111.8,0,0.4091,0.3793,0.0,0.4372666969475487,0.2108415934196536
8830e15263fffff,37.42056442267307,127.13977571889369,도촌동,중원구,41133670,0.2853938536924451,C,0.15678550417823736,D,10.60070671378092,1623.6,487.1,0,0.3,0.3,0.0,0.3458476379759151,0.061488163292904366
8830e1c9b7fffff,37.40624929396947,127.1175913531137,삼평동,분당구,41135655,0.458371381575248,A,0.411821252170685,A,80.56537102473497,14882.4,7834.5,0,0.6392,0.5264,0.0,0.606847322101739,0.563607744433298
8830e1cd2dfffff,37.454667662505564,127.16366246093604,은행2동,중원구,41133560,0.28440447622504966,C,0.36058255478204493,B,67.49116607773851,10977.2,5615.0,0,0.5179,0.5115,0.0,0.5896702227489352,0.41571488560823605
8830e1c931fffff,37.409573331425094,127.05762095156747,시흥동,수정구,41131650,0.2292619362013324,D,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e15355fffff,37.393630156092144,127.12701002185142,이매1동,분당구,41135600,0.2805467112355271,C,0.8339168558995829,A,97.52650176678446,17596.7,12744.7,3,0.65,0.7243,1.0,0.8349914806198511,0.6664008788388078
8830e1c8abfffff,37.458846672434696,127.11940761786323,복정동,수정구,41131620,0.2465699214638441,C,0.3020202103766811,C,38.16254416961131,9256.4,3951.1,0,0.4379,0.4269,0.0,0.4921411888397272,0.35054578280263404
8830e15249fffff,37.44622945842601,127.12883372758104,태평1동,수정구,41131540,0.327805441111458,B,0.4258826719332123,A,82.68551236749117,14679.2,8247.5,0,0.5352,0.5619,0.0,0.647772625928889,0.5559120718721889
8830e1c9c5fffff,37.43019718586896,127.07505734949474,고등동,수정구,41131640,0.24694815124964348,C,0.19580744963881755,D,14.487632508833922,1880.2,711.4,0,0.44,0.3783,0.0,0.436113871487629,0.07120633681255317
8830e1504bfffff,37.40247106820838,127.169715249927,야탑3동,분당구,41135640,0.2899265421066042,C,0.2579670550470973,C,26.855123674911663,4672.6,2076.2,0,0.5,0.4443,0.0,0.5122003518423303,0.176956381033884
8830e1c99dfffff,37.431907223916255,127.10664761008464,고등동,수정구,41131640,0.24694815124964348,C,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e1c917fffff,37.42303632447651,127.06398142577653,고등동,수정구,41131640,0.24694815124964348,C,0.29491921691107664,C,36.39575971731448,6423.4,3091.4,0,0.42,0.4813,0.0,0.5548548938593598,0.2432575312244424
8830e026ebfffff,37.37677607171805,127.05750390134416,운중동,분당구,41135680,0.34365185828235756,B,0.15185533226508527,D,10.247349823321555,1189.7,356.9,0,0.3,0.3,0.0,0.3458476379759151,0.04505425691573076
8830e1533bfffff,37.375116926167784,127.14903348725197,서현1동,분당구,41135580,0.46286517016966955,A,0.42089580470222293,A,81.2720848056537,6824.8,5081.6,0,0.6706,0.7446,0.0,0.8583938374562213,0.2584608990657813
8830e1c983fffff,37.4251735254627,127.1034596956185,시흥동,수정구,41131650,0.2292619362013324,D,0.25749450270576757,C,26.148409893992934,3551.4,1672.4,0,0.4385,0.4709,0.0,0.5428655090761947,0.1344943302509657
8830e026d1fffff,37.39739230253543,127.07493160014046,운중동,분당구,41135680,0.34365185828235756,B,0.3435016801982923,B,56.53710247349824,1822.9,1276.0,0,0.7,0.7,0.0,0.8069778219438019,0.06903517140257187
8830e024d3fffff,37.35366319257715,127.11577802623792,금곡동,분당구,41135662,0.3352825633228366,B,0.488203882630838,A,87.27915194346289,11417.9,8876.5,0,0.6057,0.7774,0.0,0.896206512541588,0.43240425871400956
8830e15321fffff,37.36081383356676,127.12685852856524,정자3동,분당구,41135570,0.2978596732733048,C,0.3448580834693706,B,58.657243816254415,6102.6,3646.0,0,0.5258,0.5975,0.0,0.688813212302031,0.23110932849519392
8830e15215fffff,37.428568963738954,127.16668996152974,상대원1동,중원구,41133570,0.2265850361917555,D,0.2435739802762554,C,22.261484098939928,2788.8,1281.5,0,0.5,0.4595,0.0,0.52972329883311,0.105615535810038
8830e1cd65fffff,37.46055409422793,127.15103849639532,위례동,수정구,41131625,0.46287014847446417,A,0.2764318495645923,C,30.03533568904594,4264.4,2108.3,0,0.4333,0.4944,0.0,0.5699569073843082,0.16149695536956354
8830e026b7fffff,37.35912995672263,127.0952898178641,금곡동,분당구,41135662,0.3352825633228366,B,0.3493195446349998,B,61.83745583038869,2335.0,1634.5,0,0.7,0.7,0.0,0.8069778219438019,0.0884280528582636
8830e15307fffff,37.37427656639261,127.13323650303231,서현2동,분당구,41135590,0.418974930376502,B,0.39854331678775085,B,79.15194346289752,8445.4,5541.7,0,0.6127,0.6562,0.0,0.7564840667993183,0.31983230022674497
8830e1c9d5fffff,37.437786693858236,127.09403615422343,고등동,수정구,41131640,0.24694815124964348,C,0.32952205111198085,C,48.409893992932865,5211.4,3054.9,0,0.5,0.5862,0.0,0.6757862846049382,0.1973584575666852
8830e0269dfffff,37.38478112515867,127.08434971993373,운중동,분당구,41135680,0.34365185828235756,B,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e152edfffff,37.422676953796966,127.17931008217046,도촌동,중원구,41133670,0.2853938536924451,C,0.24101475136376385,C,21.554770318021202,8120.1,2619.3,0,0.3455,0.3226,0.0,0.3719014933701007,0.30751384671907855
8830e02617fffff,37.37592401924173,127.04173432054215,운중동,분당구,41135680,0.34365185828235756,B,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e15267fffff,37.41383015701872,127.13658304164883,야탑3동,분당구,41135640,0.2899265421066042,C,0.3470940714284704,B,59.36395759717315,8783.4,4710.8,0,0.5531,0.5363,0.0,0.6182602941549442,0.3326331792216422
8830e15069fffff,37.38226937542981,127.16012794780804,서현1동,분당구,41135580,0.46286517016966955,A,0.30814359386983425,C,39.92932862190813,2473.3,1502.1,0,0.55,0.6073,0.0,0.7001109018092441,0.09366411048712203
8830e1c9bbfffff,37.4192913347004,127.11607010565325,시흥동,수정구,41131650,0.2292619362013324,D,0.4481195468122612,A,83.74558303886926,9789.3,7151.7,0,0.6607,0.7306,0.0,0.8422542810173453,0.37072611468441014
8830e1c935fffff,37.40284253482139,127.05444196260497,시흥동,수정구,41131650,0.2292619362013324,D,0.38266609963710707,B,75.26501766784452,5270.1,3689.1,0,0.7,0.7,0.0,0.8069778219438019,0.19958323619862106
8830e15359fffff,37.40667305729171,127.12549065156837,야탑2동,분당구,41135630,0.3576010326362412,B,0.5629279657103696,A,89.04593639575971,17134.6,13683.3,0,0.7327,0.7986,0.0,0.920646412291886,0.6488980026453839
8830e02683fffff,37.37805069205754,127.08116763963528,판교동,분당구,41135650,0.29816322204591883,C,0.2837867018158556,C,32.15547703180212,3434.4,1823.1,0,0.5,0.5308,0.0,0.6119197541253859,0.13006266721900403
8830e1524dfffff,37.43949422933127,127.12564156885806,태평1동,수정구,41131540,0.327805441111458,B,0.7133333339040062,A,94.34628975265018,13327.0,7569.9,1,0.5851,0.568,1.0,0.6548048612343992,0.5047046313674886
8830e1c9a1fffff,37.40497522615482,127.09390095724054,삼평동,분당구,41135655,0.458371381575248,A,0.3152461472522545,C,42.04946996466431,772.7,513.6,0,0.6857,0.6646,0.0,0.7661678006626439,0.029263423290656523
8830e1c895fffff,37.47274733740001,127.13370105463832,위례동,수정구,41131625,0.46287014847446417,A,0.35114060054655954,B,63.25088339222616,7154.8,4186.8,0,0.6033,0.5852,0.0,0.6746334591450185,0.270957389628507
8830e15233fffff,37.41594119307026,127.17611096756112,도촌동,중원구,41133670,0.2853938536924451,C,0.3782553123533536,B,73.14487632508833,4881.9,3417.3,0,0.7,0.7,0.0,0.8069778219438019,0.18488061191944277
8830e026a7fffff,37.351556381701485,127.07633291584042,구미1동,분당구,41135665,0.34185927345280975,B,0.14048433031013569,D,9.89399293286219,188.8,56.6,0,0.3,0.3,0.0,0.3458476379759151,0.0071509170658987644
8830e1c987fffff,37.418440292883474,127.1002726155276,시흥동,수정구,41131650,0.2292619362013324,D,0.31870156656893,C,43.46289752650176,7477.6,3790.6,0,0.5125,0.5069,0.0,0.5843672256333046,0.2831822543853605
8830e026d5fffff,37.390661536754465,127.07175042311968,운중동,분당구,41135680,0.34365185828235756,B,0.3116837829473331,C,40.63604240282685,5987.3,3163.5,0,0.6162,0.5284,0.0,0.6091529730215784,0.22674197912900587
8830e024d7fffff,37.34693329456015,127.11259240697711,구미1동,분당구,41135665,0.34185927345280975,B,0.8520547077478857,A,98.58657243816255,13539.3,11692.1,5,0.8187,0.8636,1.0,0.9955800671866677,0.5127422695773952
8830e15325fffff,37.354083168036745,127.12367079214458,정자3동,분당구,41135570,0.2978596732733048,C,0.32853675281823497,C,47.349823321554766,4491.5,2703.2,0,0.5667,0.6018,0.0,0.6937703617796858,0.17009536035453557
8830e15219fffff,37.44161821340599,127.16517648790801,상대원3동,중원구,41133590,0.32730044366975636,B,0.3760435121194869,B,71.73144876325088,11623.7,6150.2,0,0.5149,0.5291,0.0,0.6099599508435223,0.44019843927359326
8830e1cd69fffff,37.473602245737645,127.1495216490197,위례동,수정구,41131625,0.46287014847446417,A,0.4588815956279194,A,84.80565371024736,7716.8,6212.3,0,0.8527,0.805,0.0,0.9280244952353722,0.29223932511256834
8830e1c8e7fffff,37.45799017828862,127.10359968993596,신촌동,수정구,41131630,0.17434483147037586,D,0.3290611635286933,C,48.0565371024735,6741.6,3690.9,0,0.5071,0.5475,0.0,0.6311719393060451,0.2553079593542509
8830e026bbfffff,37.37216756361337,127.09376589427467,금곡동,분당구,41135662,0.3352825633228366,B,0.1966187017797303,D,14.840989399293287,3112.5,1088.3,0,0.5,0.3497,0.0,0.4031430633339251,0.11787158815386749
8830e1530bfffff,37.38731969270269,127.13171862537848,서현1동,분당구,41135580,0.46286517016966955,A,0.2732435188494687,C,28.975265017667844,1020.9,579.3,0,0.5444,0.5674,0.0,0.6541131659584475,0.038660841553632266
8830e1c9d9fffff,37.4508265763027,127.09251021092254,신촌동,수정구,41131630,0.17434483147037586,D,0.3366282292765934,B,52.29681978798587,1217.9,852.5,0,0.7,0.7,0.0,0.8069778219438019,0.04612366833024229
8830e026a1fffff,37.35786219726093,127.07162639085391,운중동,분당구,41135680,0.34365185828235756,B,0.21982733035010965,D,16.96113074204947,7172.5,2151.7,0,0.3,0.3,0.0,0.3458476379759151,0.271627583865812
8830e0261bfffff,37.38895502228964,127.04020099708134,운중동,분당구,41135680,0.34365185828235756,B,0.16399187323734385,D,11.66077738515901,2257.9,677.4,0,0.3,0.3,0.0,0.3458476379759151,0.08550939348992603
8830e1526bfffff,37.42687495553977,127.13506482340294,하대원동,중원구,41133660,0.2609272515073311,C,0.22357308033597872,D,18.021201413427562,6556.5,2119.7,0,0.3421,0.3233,0.0,0.3727084711920445,0.24829897286386984
8830e1506dfffff,37.37553641051604,127.15693385235684,분당동,분당구,41135510,0.25547859328212585,C,0.35793287259197726,B,66.43109540636041,3093.1,2165.2,0,0.7,0.7,0.0,0.8069778219438019,0.1171391460481883
8830e1cd35fffff,37.455939663196645,127.18740240694376,상대원1동,중원구,41133570,0.2265850361917555,D,0.3643499519420791,B,68.90459363957598,3658.0,2560.6,0,0.7,0.7,0.0,0.8069778219438019,0.13852941054852788
8830e1c939fffff,37.41587606953246,127.05291015519572,고등동,수정구,41131640,0.24694815124964348,C,0.34249168069513813,B,55.12367491166078,1734.0,1213.8,0,0.7,0.7,0.0,0.8069778219438019,0.06566850639205793
8830e1535dfffff,37.39994002324932,127.1223009311005,이매2동,분당구,41135610,0.21377598534055747,D,0.4655288470266178,A,85.15901060070671,12592.0,8805.8,0,0.6667,0.6993,0.0,0.8061708441218581,0.476868364592915
8830e1c8b3fffff,37.460127935198955,127.14312889893718,복정동,수정구,41131620,0.2465699214638441,C,0.22642403373568346,D,19.081272084805654,3422.4,1391.8,0,0.4111,0.4067,0.0,0.46885411454934894,0.1296079597198129
8830e02687fffff,37.37132072624031,127.07798639156036,운중동,분당구,41135680,0.34365185828235756,B,0.34817603797530916,B,60.42402826855123,3979.6,2614.6,0,0.65,0.657,0.0,0.7574063271672541,0.15071169036135834
8830e15251fffff,37.447506139960794,127.15255478932345,신흥2동,수정구,41131520,0.357112249558172,B,0.28071298355969443,C,31.802120141342755,4685.9,2311.5,0,0.4889,0.4933,0.0,0.5686887993783964,0.17745821269445272
8830e1c9a5fffff,37.3982433924085,127.09071637842915,판교동,분당구,41135650,0.29816322204591883,C,0.2042822391340528,D,15.547703180212014,2918.4,1082.9,0,0.4083,0.3711,0.0,0.427813528176207,0.11052275954523334
8830e15205fffff,37.420987857760714,127.1476800907727,도촌동,중원구,41133670,0.2853938536924451,C,0.0,D,4.946996466431095,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8830e15343fffff,37.39320745556343,127.11911204519122,백현동,분당구,41135657,0.45376362521388297,B,0.690924061531977,A,92.57950530035336,12592.5,6768.5,2,0.6082,0.5375,1.0,0.6196436847068478,0.47688862549746
8830e15237fffff,37.40920589780658,127.17291269024956,도촌동,중원구,41133670,0.2853938536924451,C,0.2578912597398773,C,26.501766784452297,6480.3,2589.7,0,0.5,0.3996,0.0,0.4606690537839189,0.24541212742103252
8830e1c98bfffff,37.43148040838997,127.0987481685687,고등동,수정구,41131640,0.24694815124964348,C,0.24619717833465343,C,22.968197879858657,6477.8,2424.8,0,0.4565,0.3743,0.0,0.4315025696479501,0.24532050158491123
