h3_index,lat,lon,admin_code,dong,gu,delivery_demand_index,flow_pop_index,urgency_score,urgency_level,score_airspace,score_obstacle,score_noise,score_terrain_raw,score_robot_access_ra,score_weather,dashboard_score_all_layers,dashboard_score_without_robot,original_composite_score,dashboard_feasible_all_layers,dashboard_feasible_static,dashboard_score_band,composite_level,tall_bldg_count,total_bldg_count,avg_slope,terrain_zone,Hr,Fp,Cc,Od,Ds_v2,Ec,Od_v2,Ds_v3,total_walk_length,robot_walk_length,n_crossings,avg_robot_weight,b2b_index_100,b2c_index_100,b2c_zone_type,robot_index_100,welfare_facility_count,welfare_density,total_corp,drone_ratio,resident_score,inflow_score,connectivity_index,passable_ratio
8930e15243bffff,37.43926152875501,127.13873644520892,41131510,신흥1동,수정구,0.0745363536646204,0.0469772014618894,0.063512692783528,매우 낮음,0.0,0.9125,0.5004288164665522,1.0,0.610194809613851,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,1166,,Unknown,0.4194602670650854,0.0428625863396534,0.0745363536646204,0.0745363536646204,0.1700950858535181,0.0217393523924572,0.2461246258921034,0.169611419129433,17980.2,10005.7,472,0.5331,20.51,29.48,관망 구역,66.87,13,0.8125,82,0.3780487804878049,0.3514970891151793,0.114779836973091,0.5964912280701754,0.7902430014517612
8930e152e03ffff,37.423098045286295,127.18722054623773,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,1.0,0.993143640726774,1.0,0.3830630993547871,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,4,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,9182.4,2754.7,10,0.3,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e1c8a3bffff,37.45145410411753,127.12140622863762,41131540,태평1동,수정구,0.0915769108572866,0.1623178069514097,0.1198732692949358,낮음,0.0,0.9125,0.9057250599931436,1.0,0.5029264212855304,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,56,,Unknown,0.4513026426370343,0.1510170423181063,0.0915769108572866,0.0915769108572866,0.2143546632564158,0.052128693806119,0.1865167677077737,0.199747705211727,6871.1,3757.2,70,0.5914,14.36,15.18,관망 구역,64.27,22,0.2619047619047619,200,0.35,0.1469076680590824,0.1366283090793527,0.2698412698412698,0.943193635412964
8930e026cdbffff,37.38829891902365,127.04537941421306,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,0.0,1.0,1.0,1.0,0.4786605808217464,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,5113.4,2722.8,10,0.46,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1c9dcbffff,37.44126762208264,127.08908642691796,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,매우 낮음,0.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,0.0,0.0,0,0.0,30.97,66.31,즉시 확장 구역,54.19,28,0.0409356725146198,561,0.4581105169340463,0.7209433023429709,0.5680754195197021,0.5703125,0.787403838061368
8930e152333ffff,37.417685100945874,127.17363526491113,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,1.0,0.993143640726774,1.0,0.3787958240694579,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,4,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,965.9,409.7,6,0.4,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e024997ffff,37.350177319134815,127.12072193376552,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,높음,1.0,0.5625,0.9520054850874186,1.0,0.700120369197831,0.8,0.299933,0.428402,0.4284024682893383,True,True,낮음,보통,5,33,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,11594.4,9463.6,58,0.5931,39.85,58.34,즉시 확장 구역,38.0,9,0.0441176470588235,1089,0.4664830119375573,0.5744689704551427,0.4905531750406035,0.348314606741573,0.8483579472724432
8930e1c9237ffff,37.40523784450924,127.04678868519017,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,보통,0.0,1.0,1.0,1.0,0.5450047916431328,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,1906.0,1334.2,2,0.7,34.75,59.87,즉시 확장 구역,61.4,18,0.0252808988764044,993,0.3031218529707956,0.6072316978343043,0.4102062990359738,0.3268292682926829,1.0
8930e026b0fffff,37.363695702941584,127.09305474568777,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,높음,0.0,1.0,0.8817278025368529,1.0,0.5401514048310756,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,69,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,4864.4,3133.3,24,0.5833,35.22,56.24,안정 수요 구역,55.2,15,0.046875,895,0.3787709497206704,0.6327276608160091,0.5508094573824001,0.1202185792349726,0.8573219744212512
8930e1536c3ffff,37.37259026882749,127.10165735928912,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,높음,0.0,1.0,0.8131642098045937,1.0,0.3778306212119561,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,109,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,2002.5,812.9,18,0.4444,35.22,56.24,안정 수요 구역,55.2,15,0.046875,895,0.3787709497206704,0.6327276608160091,0.5508094573824001,0.1202185792349726,0.8573219744212512
8930e026bd3ffff,37.36675589276759,127.08022181744565,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,높음,0.0,1.0,1.0,1.0,0.6070607257309412,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,8683.0,6078.1,8,0.7,35.22,56.24,안정 수요 구역,55.2,15,0.046875,895,0.3787709497206704,0.6327276608160091,0.5508094573824001,0.1202185792349726,0.8573219744212512
8930e1c886fffff,37.463841436072734,127.12507589676277,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,낮음,0.0,0.825,0.9040109701748372,1.0,0.5826816413335137,0.8,0.0,0.0,0.0,False,False,부적합,부적합,2,58,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,21459.3,9711.4,56,0.725,34.94,22.48,관망 구역,56.93,9,0.046875,657,0.4231354642313546,0.2143542045900754,0.2104581960574201,0.72,0.5776880928287509
8930e026147ffff,37.37658046372363,127.03655686346973,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,1.0,1.0,1.0,1.0,0.570947569481239,0.8,0.456758,0.8,0.8,True,True,보통,최적,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,4739.2,3317.4,2,0.7,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1cd2d3ffff,37.45641046090719,127.16118555252768,41131610,양지동,수정구,0.0413673771528296,0.0497798714423575,0.0447323748686408,매우 낮음,0.0,0.7375,0.5032051282051282,1.0,0.5180186801430405,0.8,0.0,0.0,0.0,False,False,부적합,부적합,3,468,,Unknown,0.1411896535624241,0.0466749071445191,0.0413673771528296,0.0413673771528296,0.0726409425736303,0.0028229364954274,0.0603177039367661,0.0625181131396761,11920.2,5868.0,242,0.5074,14.66,16.08,관망 구역,45.2,7,0.1029411764705882,44,0.3863636363636363,0.2020053234869921,0.1018024499264304,0.3333333333333333,0.7756170934524872
8930e1504d3ffff,37.39705993114108,127.15613982582153,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,보통,0.0,1.0,1.0,1.0,0.5508595714224401,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,2545.4,1781.8,2,0.7,39.45,45.3,성장 잠재 구역,52.15,23,0.0821428571428571,961,0.5306971904266389,0.5134996313347452,0.2866727135806758,0.597457627118644,0.8622733276063825
8930e15222bffff,37.40553751411011,127.15686006281588,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,보통,0.0,0.9125,0.8577305450805621,1.0,0.4736235861911894,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,84,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,4700.7,2492.6,74,0.527,39.45,45.3,성장 잠재 구역,52.15,23,0.0821428571428571,961,0.5306971904266389,0.5134996313347452,0.2866727135806758,0.597457627118644,0.8622733276063825
8930e1530d7ffff,37.382990567838,127.12087035141458,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,매우 높음,0.0,0.3,0.914295509084676,1.0,0.6780277894662888,0.8,0.0,0.0,0.0,False,False,부적합,부적합,8,58,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,17849.6,12089.0,234,0.741,60.2,60.87,즉시 확장 구역,53.9,6,0.0151515151515151,2145,0.3874125874125874,0.6919578564216569,0.5459936266462968,0.7087719298245614,0.8641462523368525
8930e024d73ffff,37.34867601506679,127.110120500582,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,높음,1.0,0.3,0.6623243057936234,1.0,0.736276845633913,0.8,0.117037,0.158958,0.1589578333904696,True,True,매우 낮음,낮음,11,208,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,20042.2,14913.2,236,0.7949,39.85,58.34,즉시 확장 구역,38.0,9,0.0441176470588235,1089,0.4664830119375573,0.5744689704551427,0.4905531750406035,0.348314606741573,0.8483579472724432
8930e1535bbffff,37.40601352022807,127.13067775661544,41135630,야탑2동,분당구,0.092904324994784,0.0682464174281091,0.083041161968114,매우 낮음,0.0,1.0,0.8405896468974974,1.0,0.5509967225850415,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,93,,Unknown,0.1182183210383789,0.0652205241249644,0.092904324994784,0.092904324994784,0.0935775735904075,0.0894165277114273,0.3240541784974292,0.1276709824004442,12295.4,6689.3,154,0.5948,22.88,49.28,즉시 확장 구역,34.09,7,0.1944444444444444,285,0.4526315789473684,0.5134996313347452,0.4651082426319988,0.4754098360655737,0.4649114318577279
8930e15311bffff,37.387080066041214,127.1448046487148,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,매우 높음,0.0,1.0,1.0,1.0,0.472001555935307,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,4086.7,2195.9,56,0.5357,60.2,60.87,즉시 확장 구역,53.9,6,0.0151515151515151,2145,0.3874125874125874,0.6919578564216569,0.5459936266462968,0.7087719298245614,0.8641462523368525
8930e024db7ffff,37.36279709496519,127.11130932489549,41135545,정자동,분당구,0.143609808465298,0.2071475318499021,0.1690248978191396,보통,0.0,1.0,0.7685978745286252,1.0,0.7045475735514488,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,135,,Unknown,0.2173872443738911,0.2080913249989688,0.143609808465298,0.143609808465298,0.1818634183712936,0.0868897907433371,0.3520834932085028,0.1948775199162689,17507.0,12766.3,334,0.7126,22.79,67.62,즉시 확장 구역,52.34,5,0.078125,264,0.3674242424242424,0.7596626158486808,0.5202887219853963,0.2569444444444444,0.7094069945732812
8930e1cd28fffff,37.45966205397769,127.16933833149513,41133560,은행2동,중원구,0.1344689082617625,0.1276370413956344,0.1317361615153112,낮음,0.0,0.9125,0.6606102159753169,1.0,0.5426929314951933,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,199,,Unknown,0.4359884209543375,0.1219760661493637,0.1344689082617625,0.1344689082617625,0.2218015515414353,0.0319928724043835,0.176137671705932,0.1931053253575761,9004.7,5242.5,158,0.5709,12.15,28.4,성장 잠재 구역,68.68,29,0.2196969696969697,94,0.3297872340425531,0.2538082131232281,0.1726101828134673,0.4539473684210526,0.9266550669036676
8930e026103ffff,37.38222590788924,127.03702562586774,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.8,0.8,False,True,부적합,최적,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.0,0.0,0,0.0,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1c9bbbffff,37.41820792457048,127.11335731158952,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,보통,0.0,1.0,0.921151868357902,1.0,0.4389505346699059,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,46,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,2805.0,1402.5,8,0.5,34.75,59.87,즉시 확장 구역,61.4,18,0.0252808988764044,993,0.3031218529707956,0.6072316978343043,0.4102062990359738,0.3268292682926829,1.0
8930e152123ffff,37.43572767662649,127.17779871436096,41133570,상대원1동,중원구,0.1464882246035055,0.317823978552547,0.2150225261831221,보통,0.0,0.3,0.7960233116215288,1.0,0.4456463690777458,0.8,0.0,0.0,0.0,False,False,부적합,부적합,13,132,,Unknown,0.5088243533476515,0.2910084552227944,0.1464882246035055,0.1464882246035055,0.2913191208815715,0.9372439985935204,0.653576087790653,0.5001906371894749,5189.9,2457.5,40,0.45,88.87,27.22,성장 잠재 구역,60.46,28,0.0777777777777777,3286,0.696895922093731,0.2132019671604174,0.1762887572573852,0.321608040201005,0.9493140164101443
8930e15226fffff,37.39988575263096,127.15637988331638,41135640,야탑3동,분당구,0.0952964136419912,0.2491020055222445,0.1568186503940925,보통,0.0,1.0,1.0,1.0,0.4254705354651755,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.469978522737884,0.232590439514758,0.0952964136419912,0.0952964136419912,0.2420245528389508,0.2688061385752717,0.0755314250633105,0.2481629427903718,1332.9,666.4,6,0.5,39.45,45.3,성장 잠재 구역,52.15,23,0.0821428571428571,961,0.5306971904266389,0.5134996313347452,0.2866727135806758,0.597457627118644,0.8622733276063825
8930e152607ffff,37.4212237101072,127.1345863785804,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,0.9125,0.8628728145354816,1.0,0.4115061235780782,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,81,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,1967.0,915.5,18,0.4889,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e1534b3ffff,37.401258467321504,127.11192901771744,41135655,삼평동,분당구,0.4465934301776538,1.0,0.6679560581065923,매우 높음,0.0,0.3,0.9057250599931436,1.0,0.5635792412994499,0.8,0.0,0.0,0.0,False,False,부적합,부적합,14,69,,Unknown,0.184330936595387,1.0,0.4465934301776538,0.4465934301776538,0.5062663245585604,1.0,0.7124932852428824,0.6422754129708099,18711.7,8666.8,220,0.7745,67.37,70.91,즉시 확장 구역,63.62,10,0.0641025641025641,2982,0.2961099932930919,0.8009180644811347,0.5426603149768172,0.4285714285714285,0.908632573427714
8930e1cd66bffff,37.45815315879157,127.15870878648512,41131590,단대동,수정구,0.0417256679489965,0.0842084357904579,0.0587187750855811,매우 낮음,0.0,0.825,0.5034129692832765,1.0,0.5085176727623151,0.8,0.0,0.0,0.0,False,False,부적합,부적합,2,293,,Unknown,0.2040339901017835,0.0763800928065665,0.0417256679489965,0.0417256679489965,0.0990817708092251,0.0163568094227152,0.0900353004374184,0.0914063066267142,8361.6,4454.5,202,0.5139,12.7,40.3,성장 잠재 구역,68.17,27,0.6136363636363636,88,0.2954545454545454,0.3489323822922549,0.2548333598972623,0.4516129032258064,0.90453082422923
8930e0269c3ffff,37.38478110471105,127.08434956056377,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,0.0,1.0,0.9794309221803222,1.0,0.0,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,12,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.0,0.0,0,0.0,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e026ea7ffff,37.377858967675415,127.06021098143349,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,0.0,1.0,0.9777168323620158,1.0,0.4778979480000326,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,13,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,2739.9,1559.6,6,0.5333,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1c9ab3ffff,37.41344859097216,127.09461234876916,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,보통,0.0,0.3,0.9880013712718546,1.0,0.4622752659445233,0.8,0.0,0.0,0.0,False,False,부적합,부적합,8,15,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,2569.0,1399.0,12,0.5333,34.75,59.87,즉시 확장 구역,61.4,18,0.0252808988764044,993,0.3031218529707956,0.6072316978343043,0.4102062990359738,0.3268292682926829,1.0
8930e15201bffff,37.426639684993525,127.14815944543848,41133660,하대원동,중원구,0.089748363864971,0.1148785912461475,0.0998004548174416,매우 낮음,0.0,0.5625,0.6846074734316077,1.0,0.5274471205747175,0.8,0.0,0.0,0.0,False,False,부적합,부적합,5,189,,Unknown,0.2174806237743953,0.1097736590937682,0.089748363864971,0.089748363864971,0.1330743656449976,0.1161222087555664,0.2195341877062389,0.1504291304423957,22878.3,7623.5,68,0.4294,20.94,30.2,관망 구역,61.37,28,0.2058823529411764,333,0.4414414414414414,0.3494280025167603,0.2197552064060358,0.5504587155963303,0.8370534541885633
8930e1c9d07ffff,37.44560505583895,127.09993564637902,41131630,신촌동,수정구,0.0012456656074338,0.0292472417708526,0.0124462960728013,매우 낮음,0.0,1.0,0.9057250599931436,1.0,0.4590027845014576,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,55,,Unknown,0.0501447380707815,0.0270611245803531,0.0012456656074338,0.0012456656074338,0.0223692520896679,0.0380312117205992,0.0146957255774691,0.0280081437359929,3983.9,2056.5,24,0.525,28.58,48.86,안정 수요 구역,62.72,12,0.0441176470588235,138,0.4927536231884058,0.4243602029057148,0.64839550731704,0.723404255319149,0.7148476360581216
